,titles,replies,views,activity,category
3786,I would like feed back plz and if you want feed back I’m glad to return the favor,36,899,Apr '16,promotions
3787,Helping each other for better popularity,402,1.4k,Apr '16,promotions
3788,"New Fantasy comic! come check it out!, i’m looking for feedback thx",8,575,Apr '16,promotions
3789,My First Web-Comic!,148,478,Apr '16,promotions
3790,Anime cliches you hate,90,5.8k,Apr '16,promotions
3791,Looking for feedback on comic,800,315,Apr '16,promotions
3792,Turning off lurk mode to introduce myself!,4,1.1k,Apr '16,promotions
3793,"Check this comic, and show yours!",140,1.3k,Apr '16,promotions
3794,Character design feedback maybe?,0,711,Apr '16,promotions
3795,Thoughts on Character Designs,103,863,Apr '16,promotions
3796,New Author Looking for Advice,45,307,Apr '16,promotions
3797,Another one of those Share Your Comic threads!,451,2.3k,Apr '16,promotions
3798,Hello from a long time author first time really on forums,70,335,Apr '16,promotions
3799,Valentine’s Day Special 2018,2.9k,2.4k,Apr '16,promotions
3800,New guy looking for feedback on his comic,15,371,Apr '16,promotions
3801,"Daily Comics, and the Folks Who Make Them",249,1.1k,Apr '16,promotions
3802,Seeking some constructive criticism!,64,743,Apr '16,promotions
3803,"Hi, I’m new at tapas and where do I start?",803,629,Mar '16,promotions
3804,Hey there! I’m a newbie with a scifi comic,17,1.2k,Mar '16,promotions
3805,Peach Odyssey - Inspired from originals Shonen Jump,351,409,Mar '16,promotions
3806,Arrival of LORD VICIOUS,7,1.0k,Mar '16,promotions
3807,"New comic, oh god, it’s been several months",144,419,Mar '16,promotions
3808,"Not exactly new to Tapas, but I’m kinda shy with people both irl and web",21,746,Mar '16,promotions
3809,Polyamory yaoi comic,347,582,Mar '16,promotions
3810,Back on tapas after about a year. ^.^,40,300,Mar '16,promotions
3811,"Hello, another new person here",558,658,Mar '16,promotions
3812,Requesting feedback for a new novel,5,255,Mar '16,promotions
3813,"I would like some feedback on latest comics, please? >-<",168,937,Mar '16,promotions
3814,Feedback on My Comic: What Am I Doing Wrong/Right?,66,792,Mar '16,promotions
3815,"You’ve got nothing to do? Or maybe you do have something really important to do, but you’re looking for a good reason NOT to do it? How abooouuuut… you go check out my comic? :3",880,418,Mar '16,promotions
3816,Looking for comics/manga wich include corpses/skeletons,35,920,Mar '16,promotions
3817,Check Out Psychopathology,274,404,Mar '16,promotions
3818,Come check out my webmanga “ReUnity” black and white,107,515,Mar '16,promotions
3819,New Boys Love Novel. It’s gonna be gay,1.0k,643,Mar '16,promotions
3820,Novel scenario ( have some new ideas and want to know if it work),35,280,Mar '16,promotions
3821,My attempt at a science fiction story,2.1k,326,Mar '16,promotions
3822,Good Things Happen To You,13,1.7k,Mar '16,promotions
3823,Apple Core comic/ new comics,227,476,Mar '16,promotions
3824,Shameless short comic advertising ^^,31,1.2k,Mar '16,promotions
3825,Kinda new here. Check out my comic and i’ll check out yours!,905,1.7k,Mar '16,promotions
3826,Comic creator Network,2,344,Mar '16,promotions
3827,Mature Themes tinged with Kindness. Chapter Needs Feedback!,100,280,Mar '16,promotions
3828,Genre and sub-genre searching issues,0,943,Mar '16,promotions
3829,I might take my comic down from TAPAS. Need Feedback,150,1.3k,Mar '16,promotions
3830,Manga Style Comics,14,7.0k,Mar '16,promotions
3831,Show off your GL comics!,334,1.6k,Mar '16,promotions
3832,Introducing myself for views because I like money,25,1.2k,Mar '16,promotions
3833,First time with tapas and novel,506,594,Mar '16,promotions
3834,"Might turn an old comic into a Tapas novel, thoughts?",8,709,Mar '16,promotions
3835,"Hello, people 🐸",222,954,Mar '16,promotions
3836,Art feedbacks - I NEED TO KNOWW,2,385,Mar '16,promotions
3837,This somewhat-of-a-newbie would greatly appreciate feedback ;3,124,252,Mar '16,promotions
3838,Shakespeare Plays Rewritten,355,231,Mar '16,promotions
3839,New on Tapas and my first novel,3.4k,894,Mar '16,promotions
3840,Reintroduction / Being art blocked,7,432,Mar '16,promotions
3841,Not so Emo (A cautionary tale of how you should never name anything when you’re 15 years old),152,865,Mar '16,promotions
3842,"I finished the first chapter, forward to soul marionette tapas.io",47,305,Mar '16,promotions
3843,Itroducing my Webcomic (or should I say Webmanga!) and feel free to intro yours,570,1.2k,Mar '16,promotions
3844,Thank you Tapas for letting me share my LOVE,6,249,Mar '16,promotions
3845,"Hello, I’m new here, looking for more purpose in life",166,821,Mar '16,promotions
3846,New webcomic [ALMA],0,361,Mar '16,promotions
3847,Skeletons in the Closet: PART 1,120,977,Mar '16,promotions
3848,"I’m new to tapas and would like some help with making,sharing and publishing my first comic and works",138,869,Mar '16,promotions
3849,Read this comic and show yours!,1.2k,952,Mar '16,promotions
3850,Hello I’m a newbie!,9,1.2k,Mar '16,promotions
3851,I’m some weird fifteen year old with a comic,374,1.2k,Mar '16,promotions
3852,I need feedback on my Superhero Comedy Webcomic,3,303,Mar '16,promotions
3853,Where Else Do You Post Your Comics?,21.2k,822,Mar '16,promotions
3854,Baka’s big oh list of recommendations (second edition),19,821,Mar '16,promotions
3855,Dahiki Sho is here!,319,532,Mar '16,promotions
3856,"‘Overcast’, by a brother/sister duo",0,357,Mar '16,promotions
3857,The Huge Comment Exchange! (Submissions Closed),105,2.8k,Feb '16,promotions
3858,4 WORD HYPE. Show me watcha’ got!,8,3.0k,Feb '16,promotions
3859,"Hey everyone, a new guy here",136,671,Feb '16,promotions
3860,Phase 1: Concept,0,664,Feb '16,promotions
3861,Enjoy your meal of life “With A Side Of Fries”,99,900,Feb '16,promotions
3862,New comic [DarkBleeder]. Artist story & Ask me anything! (AMA),1,464,Feb '16,promotions
3863,Possible Thumbnail,126,548,Feb '16,promotions
3864,Chain of “the last webcomic I read” Feedback topic,11,434,Feb '16,promotions
3865,Do You Like Yanderes?,194,2.8k,Feb '16,promotions
3866,The True Life Adventures of Max Fly,52,328,Feb '16,promotions
3867,Legend Of Heroes Trails Of Cold Steel 3 Video Game,626,526,Feb '16,promotions
3868,Have Your Own Comic Website? Share It With others and Network!,29,2.1k,Feb '16,promotions
3869,New Comic (Gilbrook) Just Started,484,456,Feb '16,promotions
3870,What Are Your Comic Goals For 2018?,13,3.0k,Feb '16,promotions
3871,Young Adult Novels,208,883,Feb '16,promotions
3872,Done with my first Act (80 pages) would love to hear feedback/criticism!,17,496,Feb '16,promotions
3873,That Interview Series on Patreon Submission Board (status: ACTIVELY LOOKING),200,2.2k,Feb '16,promotions
3874,A major comeback after a long break! (From The Sky),0,511,Feb '16,promotions
3875,"Focusing on Tapas, I think it’s worth it",115,1.2k,Feb '16,promotions
3876,If you could spend a day with one of your comic characters. What Would You Do?,0,1.5k,Feb '16,promotions
3877,Baka-kun’s big ol list of recommendations,101,2.0k,Feb '16,promotions
3878,Finished my very first comic \(ovo,0,716,Feb '16,promotions
3879,Second writing podcast!,122,401,Feb '16,promotions
3880,Improvements On Line-Webtoon And Tapas,25,1.3k,Feb '16,promotions
3881,[Birthday : 10 years of “The Angel Wolf”],568,643,Feb '16,promotions
3882,What Is Your Favorite JRPG Video Game?,4,2.1k,Feb '16,promotions
3883,Does this count as storyboarding?,118,848,Feb '16,promotions
3884,Hello! First time on forums and suggestions request,2,1.5k,Feb '16,promotions
3885,End of the year sharing,171,2.0k,Feb '16,promotions
3886,The 3 year old comic that was never made,2,812,Feb '16,promotions
3887,Post Your Most Popular Comic,221,1.1k,Feb '16,promotions
3888,Thoughts on my comic’s new look editing-wise,56,490,Feb '16,promotions
3889,Comic art advice please! -panel composition,1.2k,1.0k,Feb '16,promotions
3890,New LGBT Crime comic just launched! New website online,12,413,Feb '16,promotions
3891,LAUNCHING TOMORROW! Outsiders,238,235,Feb '16,promotions
3892,Help and Critiques,5,535,Feb '16,promotions
3893,What’s Your (Social Media) Handle?,249,4.1k,Feb '16,promotions
3894,Lean HOT MAMIS #1- DOLLY STRONG,3,350,Feb '16,promotions
3895,MY FIRST FULLY DIGITAL ILLUSTRATION! Looking for tips going forward,145,789,Feb '16,promotions
3896,Share your EPIC LONG comics here,33,510,Feb '16,promotions
3897,Is DeviantArt broken?,465,7.7k,Feb '16,promotions
3898,BL Romance begins! Novel Sampler,13,449,Feb '16,promotions
3899,Does my comic need the mature tag?,250,745,Feb '16,promotions
3900,"Hello, Imaginalex here ! Merry christmas and all!",0,720,Jan '16,promotions
3901,New Comic! Feedback is welcomed!,97,519,Jan '16,promotions
3902,How do these poses look? Proportions? In Need of Redlines?,52,849,Jan '16,promotions
3903,Dex Here With a New Comic called Three’s A Crowd!,706,664,Jan '16,promotions
3904,Active Patreons With No Supporters,2,380,Jan '16,promotions
3905,HellO! Just your normal everyday Moron on the forums! come over!,159,1.6k,Jan '16,promotions
3906,Share your violent / action-based comics!,19,2.0k,Jan '16,promotions
3907,Share your favourite comic websites?,227,771,Jan '16,promotions
3908,New Guy with Dumb Questions + Who Wants Feedback?,0,1.4k,Jan '16,promotions
3909,"Feval, the story I wanted to read as a kid c: También en español",89,502,Jan '16,promotions
3910,Talking about things you probably don’t care about,20,402,Jan '16,promotions
3911,The first podcast!,388,216,Jan '16,promotions
3912,2 year anniversary! Any long running comics?,2,892,Jan '16,promotions
3913,Pls i need feedback on this episodes line art,123,1.3k,Jan '16,promotions
3914,"Hello there, Let’s introduce your comics here! (Please bear with my English)",0,1.1k,Jan '16,promotions
3915,Feedback on My New Comic,99,708,Jan '16,promotions
3916,New Webcomic: The Hungry Lions - Game of Thrones-y Character Portrait,1,767,Jan '16,promotions
3917,How is my short story?,127,814,Jan '16,promotions
3918,"12 “episodes” in, I think I’m ready for some feedback please!",4,508,Jan '16,promotions
3919,Can I have feedback on my first webcomic? >.<,583,1.7k,Jan '16,promotions
3920,Loyal at a Price - Sci-fi Novel,40,288,Jan '16,promotions
3921,Can I get some feedback?,405,405,Jan '16,promotions
3922,Erotic scenes and comics,49,3.9k,Jan '16,promotions
3923,Anyone got new comic updates,469,3.8k,Jan '16,promotions
3924,I’m a terrible human being,11,439,Jan '16,promotions
3925,"After a year of work, I FINALLY launch (LAUNCHED YAY)",389,1.1k,Jan '16,promotions
3926,Feedback on Art Style,4,643,Jan '16,promotions
3927,Have you ever thought of tampering…the WORLD’S source code?,163,517,Jan '16,promotions
3928,"New motivation, new outlook, and a new series for me",8,587,Jan '16,promotions
3929,Slice of Life and Horror Comics! (feel free to advertise your comics as well),168,2.0k,Jan '16,promotions
3930,"Need ideas for a new BL story, I’d love to hear about your college experience!",8,956,Jan '16,promotions
3931,Looking for some hardcore novel critique!,154,739,Jan '16,promotions
3932,I am a new in this forum. Please read my comic and tell me your comment,3,738,Jan '16,promotions
3933,Promote Your Q+A Event!,164,327,Jan '16,promotions
3934,Baton Pass: Get a chance to be featured!,1,918,Jan '16,promotions
3935,New Advice Series!,127,414,Jan '16,promotions
3936,Quick anatomy/redlining help?,29,750,Jan '16,promotions
3937,"Hi! I have start a new comic serie How about you, do you have a comic serie?",286,2.5k,Jan '16,promotions
3938,"God, Demons and Lesbian angels",0,1.1k,Jan '16,promotions
3939,Feedback on story idea + title help?,133,1.2k,Jan '16,promotions
3940,Critique on my New Comic (Please),2,718,Jan '16,promotions
3941,Cartoon Character Color Choices?,178,1.2k,Jan '16,promotions
3942,Clip Studio Paint (Desktop) possible subscription model?,33,2.4k,Jan '16,promotions
3943,New comic creator here. I’ll check out yours if you check out mine!,304,2.1k,Jan '16,promotions
3944,Novel about a dude who falls for an alien! o/,46,328,Jan '16,promotions
3945,First chapter complete!,460,295,Jan '16,promotions
3946,I’m excited about finally making my first comic!,26,487,Jan '16,promotions
3947,Need a feedback for my novel,442,349,Jan '16,promotions
3948,Flirting With Death (major update!),0,557,Jan '16,promotions
3949,Sign up please!,96,406,Jan '16,promotions
3950,Hey y’all I need a writing critique,84,739,Jan '16,promotions
3951,Writing Critique? Please & Thank You,1.9k,556,Jan '16,promotions
3952,Just finished posting my first full book!,2,250,Jan '16,promotions
3953,Left Hand of Spencer,175,271,Jan '16,promotions
3954,Any critics/thoughts for this episode,0,835,Jan '16,promotions
3955,Do you remember my comic ? (ENDLESS),91,437,Jan '16,promotions
3956,Coming Soon: Kanjou Mahou,36,476,Jan '16,promotions
3957,Feedback/tips for my action scenes,430,899,Dec '15,promotions
3958,A proper intro to Vitreous now that I’ve fixed my episodes - feedback welcome!,16,260,Dec '15,promotions
3959,The world is broken…and it’s YOUR fault,200,494,Dec '15,promotions
3960,Introducing my webcomic: Feelings,36,398,Dec '15,promotions
3961,Chapter 1 available in full!,365,364,Dec '15,promotions
3962,Share Your Single-Panel Comics,0,713,Dec '15,promotions
3963,Looking feedback for my comic,96,451,Dec '15,promotions
3964,Share your Yonkoma Webcomic,43,1.2k,Dec '15,promotions
3965,It’S MY COMIC’S BIRTHDAAAAAYYYYYYY! :D,394,806,Dec '15,promotions
3966,"Wherefore art thou, Storybook/Picturebook Crowd?",164,1.1k,Dec '15,promotions
3967,Heya! Nice to meet everyone!,8.2k,1.0k,Dec '15,promotions
3968,I made a comic! Check it out please!,53,642,Dec '15,promotions
3969,Requesting some critique,516,801,Dec '15,promotions
3970,Hello World! New artist + show me what you got!,30,2.5k,Dec '15,promotions
3971,Updates here (this topic) from now on,359,896,Dec '15,promotions
3972,"Critique my Banners, please! (I’ll critique your works as well!)",108,1.3k,Dec '15,promotions
3973,Realization as a month old mangaka,2.3k,659,Dec '15,promotions
3974,¿Qué título sería mejor para mi futura versión en español?,0,393,Dec '15,promotions
3975,Silent/Wordless comics on Tapas,138,2.9k,Dec '15,promotions
3976,Novel Critiques,8,500,Dec '15,promotions
3977,Intro and new comic,109,826,Dec '15,promotions
3978,My first webcomic on Tapas! Feedback is appreciated!,25,820,Dec '15,promotions
3979,Time to say goodbye but not to burn bridges,310,909,Dec '15,promotions
3980,Share your comic! Feedback time,54,1.9k,Dec '15,promotions
3981,Fan Batman comic looking for feedback,786,404,Dec '15,promotions
3982,So I Have a Completed Comic (One-Shot) Can I Get a Critique?,41,754,Dec '15,promotions
3983,A new comedy comic,476,267,Dec '15,promotions
3984,"Presenting Atomik Mike. Monkeys, pirates, spaceships!",6,288,Dec '15,promotions
3985,Just started posting “Lord of the Ringu” on tapastic,176,288,Dec '15,promotions
